city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,27,0.0
city_99,0.915,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,74,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,>4,57,0.0
city_83,0.923,Unknown,Has relevent experience,no_enrollment,Graduate,Arts,11,100-500,Unknown,>4,7,0.0
city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10/49,Funded Startup,2,11,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,500-999,Pvt Ltd,2,19,0.0
city_9,0.743,Male,No relevent experience,no_enrollment,Graduate,Unknown,7,Unknown,Pvt Ltd,never,78,1.0
city_99,0.915,Male,Has relevent experience,no_enrollment,High School,Unknown,10,10/49,Pvt Ltd,2,140,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,18,5000-9999,Pvt Ltd,>4,41,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,78,0.0
city_21,0.624,Male,No relevent experience,Part time course,Graduate,STEM,2,10/49,Early Stage Startup,2,20,0.0
city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,>4,19,0.0
city_106,0.698,Unknown,Has relevent experience,no_enrollment,Phd,STEM,>20,Unknown,Unknown,never,5,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,100,1.0
city_53,0.74,Male,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Unknown,1,8,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,3,89,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,500-999,Pvt Ltd,1,80,1.0
city_103,0.92,Unknown,No relevent experience,no_enrollment,Masters,STEM,14,5000-9999,Public Sector,>4,66,1.0
city_103,0.92,Unknown,No relevent experience,no_enrollment,High School,Unknown,8,<10,Pvt Ltd,1,46,0.0
city_36,0.893,Unknown,Has relevent experience,no_enrollment,High School,Unknown,14,Unknown,Unknown,2,51,0.0
city_180,0.698,Male,No relevent experience,no_enrollment,Masters,Other,9,Unknown,Unknown,>4,24,0.0
city_78,0.579,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,1,37,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,High School,Unknown,9,100-500,Pvt Ltd,2,100,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,140,0.0
city_65,0.802,Male,No relevent experience,Full time course,High School,Unknown,4,Unknown,Unknown,never,43,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Unknown,1,67,0.0
city_37,0.794,Unknown,No relevent experience,Full time course,High School,Unknown,6,50-99,Pvt Ltd,1,74,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,3,6,0.0
city_23,0.899,Unknown,No relevent experience,no_enrollment,High School,Unknown,1,Unknown,Pvt Ltd,never,47,1.0
city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,5,5000-9999,Pvt Ltd,never,15,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,>20,Unknown,Unknown,>4,36,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,81,0.0
city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Masters,Other,4,100-500,Public Sector,2,7,0.0
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,1,<10,NGO,1,176,1.0
city_36,0.893,Male,Has relevent experience,Full time course,High School,Unknown,6,100-500,Pvt Ltd,2,81,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,68,0.0
city_114,0.926,Unknown,No relevent experience,Full time course,High School,Unknown,2,10/49,NGO,1,42,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,1,44,0.0
city_100,0.887,Male,No relevent experience,Part time course,Graduate,STEM,3,Unknown,Unknown,1,158,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,High School,Unknown,19,<10,Pvt Ltd,2,7,1.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,22,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,6,1.0
city_114,0.926,Male,No relevent experience,no_enrollment,Masters,Humanities,2,100-500,Public Sector,2,30,1.0
city_16,0.91,Unknown,No relevent experience,no_enrollment,High School,Unknown,2,Unknown,Unknown,never,140,0.0
city_14,0.698,Unknown,No relevent experience,Full time course,Masters,STEM,4,Unknown,Unknown,never,17,1.0
city_77,0.83,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,>4,106,0.0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,117,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,31,0.0
city_84,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,2,20,0.0
city_128,0.527,Male,Has relevent experience,no_enrollment,High School,Unknown,2,100-500,Unknown,never,7,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,5,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,1,52,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,6,0.0
city_74,0.579,Unknown,No relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,1,145,0.0
city_23,0.899,Unknown,Has relevent experience,Part time course,Graduate,STEM,11,50-99,Pvt Ltd,2,151,0.0
city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Unknown,1,69,0.0
city_158,0.7659999999999999,Female,No relevent experience,Full time course,Graduate,STEM,5,Unknown,Pvt Ltd,never,100,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,3,15,0.0
city_21,0.624,Unknown,No relevent experience,no_enrollment,Graduate,Unknown,<1,Unknown,Unknown,never,10,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,1,42,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,2,55,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,172,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,16,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,27,1.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,1,34,0.0
city_61,0.913,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,NGO,2,70,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,5000-9999,Pvt Ltd,>4,136,0.0
city_75,0.939,Unknown,No relevent experience,no_enrollment,Graduate,Unknown,7,Unknown,Public Sector,never,72,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Unknown,Unknown,1,52,1.0
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,4,167,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,46,0.0
city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,3,98,0.0
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,80,1.0
city_10,0.895,Male,Has relevent experience,no_enrollment,High School,Unknown,>20,Unknown,Unknown,>4,22,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Public Sector,>4,41,0.0
city_99,0.915,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,4,0.0
city_114,0.926,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,62,0.0
city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,>4,166,1.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,61,1.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,1,9,1.0
city_100,0.887,Male,No relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,>4,21,0.0
city_98,0.949,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Unknown,Unknown,1,23,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,>4,19,1.0
city_160,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,>4,56,1.0
city_70,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,6,Unknown,Unknown,never,23,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,2,112,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,10000+,Pvt Ltd,never,82,0.0
city_20,0.7959999999999999,Male,No relevent experience,no_enrollment,Primary School,Unknown,2,Unknown,Unknown,never,94,0.0
city_115,0.789,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,4,36,0.0
city_21,0.624,Unknown,Has relevent experience,Full time course,Masters,STEM,<1,100-500,Public Sector,1,7,0.0
city_28,0.939,Male,Has relevent experience,no_enrollment,High School,Unknown,8,10/49,Funded Startup,3,6,0.0
city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Early Stage Startup,1,162,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,>4,42,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,>4,143,0.0
city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,9,Unknown,Unknown,2,8,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,2,192,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,84,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10000+,Pvt Ltd,>4,142,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,1,78,0.0
city_61,0.913,Male,No relevent experience,no_enrollment,High School,Unknown,2,Unknown,Unknown,2,258,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,11,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,35,1.0
city_103,0.92,Unknown,Has relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,1,139,1.0
city_19,0.682,Male,No relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,never,151,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Unknown,Unknown,>4,98,0.0
city_142,0.727,Male,No relevent experience,Part time course,Graduate,STEM,2,Unknown,Unknown,1,103,0.0
city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,68,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,Other,6,Unknown,Unknown,never,1,1.0
city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,1,170,0.0
city_75,0.939,Unknown,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,21,0.0
city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,11,Unknown,Unknown,1,61,1.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,5000-9999,Pvt Ltd,1,25,1.0
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,Unknown,1,Unknown,Pvt Ltd,never,45,1.0
city_61,0.913,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,3,154,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,35,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,78,0.0
city_50,0.8959999999999999,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,15,0.0
city_103,0.92,Unknown,No relevent experience,Part time course,Masters,Humanities,10,Unknown,Unknown,2,106,0.0
city_40,0.7759999999999999,Male,Has relevent experience,no_enrollment,Masters,Other,10,<10,Pvt Ltd,2,35,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,32,0.0
city_67,0.855,Female,No relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,51,0.0
city_13,0.8270000000000001,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,139,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,18,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,<10,Pvt Ltd,4,26,1.0
city_128,0.527,Male,Has relevent experience,no_enrollment,High School,Unknown,3,10/49,Pvt Ltd,1,96,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,Unknown,5,Unknown,Pvt Ltd,never,17,0.0
city_21,0.624,Unknown,No relevent experience,Full time course,Masters,STEM,<1,Unknown,Unknown,never,55,0.0
city_75,0.939,Male,Has relevent experience,Part time course,Graduate,STEM,10,<10,Pvt Ltd,3,68,0.0
city_16,0.91,Unknown,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,55,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,High School,Unknown,5,Unknown,Unknown,never,144,0.0
city_61,0.913,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Funded Startup,4,72,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,98,0.0
city_71,0.884,Unknown,Has relevent experience,no_enrollment,Masters,STEM,11,Unknown,Unknown,1,111,0.0
city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Unknown,Unknown,4,20,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Funded Startup,>4,14,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,1,48,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Unknown,2,11,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,Funded Startup,>4,91,0.0
city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,1,Unknown,Unknown,1,90,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,50-99,Pvt Ltd,3,37,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Unknown,Pvt Ltd,1,36,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,1,152,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,2,19,0.0
city_103,0.92,Female,Has relevent experience,Part time course,Graduate,STEM,13,10000+,Pvt Ltd,1,24,0.0
city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,2,23,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Funded Startup,1,147,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,Unknown,14,Unknown,Unknown,>4,34,0.0
city_24,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Unknown,Unknown,2,25,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,Business Degree,17,1000-4999,Pvt Ltd,>4,90,0.0
city_103,0.92,Female,No relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,1,18,1.0
city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,Unknown,Unknown,1,51,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,64,0.0
city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,12,1000-4999,Pvt Ltd,1,41,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,<1,<10,Early Stage Startup,1,40,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,>4,216,0.0
city_64,0.6659999999999999,Female,Has relevent experience,no_enrollment,Masters,STEM,13,500-999,Public Sector,>4,28,1.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,6,Unknown,Public Sector,2,96,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,75,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,1,206,0.0
city_162,0.767,Unknown,Has relevent experience,Full time course,Graduate,STEM,10,50-99,Pvt Ltd,2,90,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,134,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Funded Startup,1,134,0.0
city_30,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,10,500-999,Pvt Ltd,4,24,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,3,60,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Unknown,Unknown,2,244,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,10,1.0
city_70,0.698,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,15,Unknown,Unknown,2,44,0.0
city_36,0.893,Male,No relevent experience,Full time course,Primary School,Unknown,9,Unknown,Unknown,1,28,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,94,1.0
city_100,0.887,Male,Has relevent experience,no_enrollment,Phd,STEM,10,Unknown,Unknown,2,88,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Early Stage Startup,>4,67,1.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,1,131,0.0
city_136,0.897,Unknown,No relevent experience,no_enrollment,High School,Unknown,6,Unknown,Unknown,never,12,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,>4,95,1.0
city_75,0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,>4,105,0.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,140,0.0
city_97,0.925,Unknown,No relevent experience,no_enrollment,Graduate,Unknown,4,Unknown,Unknown,1,53,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,High School,Unknown,6,Unknown,Unknown,2,32,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Pvt Ltd,>4,24,0.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,10,Unknown,Unknown,2,87,1.0
city_136,0.897,Female,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,2,63,0.0
city_134,0.698,Male,No relevent experience,no_enrollment,Graduate,Unknown,<1,100-500,Pvt Ltd,1,50,1.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,1000-4999,Public Sector,>4,29,0.0
city_117,0.698,Male,No relevent experience,no_enrollment,Graduate,STEM,4,Unknown,Unknown,never,21,0.0
city_165,0.903,Unknown,Has relevent experience,Part time course,Graduate,STEM,13,Unknown,Unknown,4,47,1.0
city_83,0.923,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,never,90,0.0
city_103,0.92,Unknown,Has relevent experience,Full time course,High School,Unknown,9,Unknown,Unknown,4,56,0.0
city_103,0.92,Male,No relevent experience,Full time course,Masters,STEM,8,50-99,NGO,3,28,0.0
city_100,0.887,Male,No relevent experience,Full time course,Graduate,No Major,4,Unknown,Unknown,never,22,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,22,0.0
city_21,0.624,Male,No relevent experience,Full time course,High School,Unknown,3,Unknown,Unknown,1,97,0.0
city_28,0.939,Other,No relevent experience,Part time course,High School,Unknown,2,1000-4999,Pvt Ltd,2,136,0.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,2,198,0.0
city_101,0.5579999999999999,Male,No relevent experience,Full time course,Graduate,STEM,<1,Unknown,Unknown,1,78,0.0
city_160,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,8,0.0
city_65,0.802,Male,Has relevent experience,no_enrollment,High School,Unknown,10,Unknown,Unknown,>4,117,1.0
city_71,0.884,Male,No relevent experience,no_enrollment,High School,Unknown,4,100-500,Public Sector,never,44,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,33,0.0
city_10,0.895,Male,No relevent experience,no_enrollment,Phd,STEM,9,1000-4999,Public Sector,>4,210,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,22,0.0
city_75,0.939,Male,No relevent experience,no_enrollment,Primary School,Unknown,4,Unknown,Unknown,never,27,0.0
city_173,0.878,Male,Has relevent experience,Full time course,High School,Unknown,3,Unknown,Unknown,1,16,0.0
city_104,0.924,Male,No relevent experience,Full time course,High School,Unknown,3,Unknown,Unknown,never,142,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,10,10000+,Pvt Ltd,2,7,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,222,0.0
city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,64,0.0
city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Public Sector,2,52,0.0
city_100,0.887,Other,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Unknown,Unknown,1,37,0.0
city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,<1,<10,Early Stage Startup,never,118,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,15,0.0
city_21,0.624,Unknown,No relevent experience,Part time course,Masters,STEM,1,<10,Public Sector,1,54,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,100-500,NGO,1,13,0.0
city_114,0.926,Male,No relevent experience,Full time course,High School,Unknown,6,Unknown,Pvt Ltd,1,37,0.0
city_67,0.855,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,7,0.0
city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,37,0.0
city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,11,Unknown,Pvt Ltd,1,10,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Unknown,Unknown,>4,28,0.0
city_50,0.8959999999999999,Unknown,Has relevent experience,Part time course,Masters,STEM,>20,Unknown,Unknown,4,31,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,Unknown,Unknown,2,322,0.0
city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,18,Unknown,Unknown,4,110,0.0
city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,14,Unknown,Unknown,4,91,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,66,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,14,Unknown,Unknown,>4,182,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,6,100-500,Pvt Ltd,2,15,0.0
city_71,0.884,Male,No relevent experience,Part time course,Masters,No Major,3,Unknown,Unknown,1,15,0.0
city_71,0.884,Unknown,Has relevent experience,no_enrollment,Graduate,No Major,4,10/49,Early Stage Startup,1,39,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,109,0.0
city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,No Major,4,100-500,Unknown,4,56,0.0
city_150,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,2,10/49,Pvt Ltd,1,85,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,17,100-500,Funded Startup,>4,14,0.0
city_162,0.767,Unknown,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,59,0.0
city_67,0.855,Male,Has relevent experience,Part time course,Graduate,STEM,4,Unknown,Unknown,1,236,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,3,Unknown,Unknown,never,52,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,20,50-99,Pvt Ltd,1,64,0.0
city_104,0.924,Unknown,No relevent experience,Full time course,High School,Unknown,10,Unknown,Unknown,4,29,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,>4,6,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,Humanities,9,5000-9999,NGO,2,74,0.0
city_75,0.939,Unknown,Has relevent experience,no_enrollment,High School,Unknown,5,<10,Pvt Ltd,1,22,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,3,18,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,3,20,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,16,10000+,Public Sector,2,15,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,1000-4999,Pvt Ltd,>4,24,0.0
city_12,0.64,Unknown,No relevent experience,no_enrollment,High School,Unknown,<1,Unknown,Unknown,1,165,1.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,never,6,0.0
city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,65,0.0
